time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-11T13:13:13.570Z,35.8213348,-117.6425018,7.09,3.14,ml,54,39,0.1003,0.19,ci,ci38532975,2019-07-12T13:44:57.254Z,"22km WNW of Searles Valley, CA",earthquake,0.19,0.88,0.228,20,reviewed,ci,ci
2019-07-11T13:09:03.040Z,36.0496667,-117.716,1.06,2.45,ml,27,56,0.1008,0.15,ci,ci38532935,2019-07-11T13:12:46.334Z,"21km E of Coso Junction, CA",earthquake,0.23,0.51,0.178,25,automatic,ci,ci
2019-07-11T12:54:11.420Z,36.1773333,-117.8776667,2.78,2.68,ml,19,58,0.06242,0.13,ci,ci38532823,2019-07-11T13:05:39.093Z,"16km NNE of Coso Junction, CA",earthquake,0.28,0.96,0.178,26,automatic,ci,ci
2019-07-11T12:21:53.250Z,35.9464989,-117.3828354,1.63,2.67,ml,35,49,0.09797,0.15,ci,ci38532503,2019-07-11T12:33:05.640Z,"20km N of Searles Valley, CA",earthquake,0.22,0.57,0.142,7,automatic,ci,ci
2019-07-11T12:20:42.160Z,35.9459991,-117.379837,0.14,3.52,mw,49,33,0.09568,0.16,ci,ci38532487,2019-07-12T12:22:18.865Z,"20km N of Searles Valley, CA",earthquake,0.16,0.52,,6,reviewed,ci,ci
2019-07-11T12:20:04.600Z,36.0833333,-117.8798333,1.1,2.97,ml,27,56,0.03971,0.13,ci,ci38532479,2019-07-11T15:50:31.758Z,"8km NE of Coso Junction, CA",earthquake,0.22,0.31,0.138,25,reviewed,ci,ci
2019-07-11T12:07:56.140Z,35.542,-117.3805,4.29,2.66,ml,32,72,0.02143,0.15,ci,ci38532399,2019-07-11T12:18:54.150Z,"25km S of Trona, CA",earthquake,0.24,0.44,0.22,24,automatic,ci,ci
2019-07-11T11:39:38.060Z,36.1855,-117.885,1.44,2.72,ml,21,60,0.07204,0.16,ci,ci38532119,2019-07-11T11:48:37.942Z,"15km SE of Olancha, CA",earthquake,0.33,1.08,0.171,25,automatic,ci,ci
2019-07-11T11:37:33.850Z,35.6173325,-117.4213333,2.45,2.99,ml,26,69,0.1032,0.15,ci,ci38532095,2019-07-11T13:42:51.913Z,"17km S of Searles Valley, CA",earthquake,0.26,0.43,0.38,6,reviewed,ci,ci
2019-07-11T11:17:27.630Z,36.1565018,-117.8793335,0.93,3.13,ml,47,52,0.0436,0.18,ci,ci38531903,2019-07-11T13:43:23.316Z,"14km NNE of Coso Junction, CA",earthquake,0.25,0.36,0.243,25,reviewed,ci,ci
2019-07-11T11:16:43.100Z,35.7093333,-117.4961667,2.34,2.75,ml,32,62,0.07368,0.18,ci,ci38531895,2019-07-11T11:27:25.360Z,"10km SW of Searles Valley, CA",earthquake,0.22,0.58,0.186,25,automatic,ci,ci
2019-07-11T10:59:45.720Z,35.9445,-117.3773346,-0.35,3.67,mw,54,37,0.09316,0.2,ci,ci38531775,2019-07-12T11:01:31.547Z,"20km N of Searles Valley, CA",earthquake,0.18,0.52,,6,reviewed,ci,ci
2019-07-11T10:51:59.680Z,35.8258324,-117.6258316,1.97,2.65,ml,48,42,0.1143,0.14,ci,ci38531703,2019-07-11T10:55:46.066Z,"21km WNW of Searles Valley, CA",earthquake,0.17,0.52,0.221,25,automatic,ci,ci
2019-07-11T10:43:35.390Z,36.046833,-117.7271652,0.77,3.55,mw,55,29,0.09224,0.18,ci,ci38531663,2019-07-12T10:45:09.711Z,"20km E of Coso Junction, CA",earthquake,0.17,0.36,,6,reviewed,ci,ci
2019-07-11T10:27:24.420Z,36.0436668,-117.7201691,0.23,3.17,ml,47,29,0.09432,0.2,ci,ci38531503,2019-07-11T13:44:02.096Z,"20km E of Coso Junction, CA",earthquake,0.21,0.45,0.206,30,reviewed,ci,ci
2019-07-11T10:26:29.870Z,36.0485001,-117.7229996,0.52,3.48,mw,53,29,0.09583,0.19,ci,ci38531487,2019-07-12T10:28:11.877Z,"20km E of Coso Junction, CA",earthquake,0.17,0.37,,6,reviewed,ci,ci
2019-07-11T10:06:39.365Z,0.4906,125.8965,42.41,4.9,mb,,47,1.496,1.1,us,us70004hxn,2019-07-11T10:25:04.040Z,"132km SE of Bitung, Indonesia",earthquake,7.2,7.3,0.048,135,reviewed,us,us
2019-07-11T09:04:43.670Z,36.1753333,-117.875,4.42,2.48,ml,18,74,0.0599,0.22,ci,ci38530623,2019-07-11T09:40:40.050Z,"16km NNE of Coso Junction, CA",earthquake,0.52,1.58,0.167,25,automatic,ci,ci
2019-07-11T08:59:12.390Z,18.525,-67.3866,89,2.54,md,12,240,0.1683,0.11,pr,pr2019192006,2019-07-12T05:12:06.040Z,"24km NW of Rincon, Puerto Rico",earthquake,1,0.71,0.39,10,reviewed,pr,pr
2019-07-11T08:48:02.410Z,35.8978348,-117.7089996,9.11,3.48,ml,52,25,0.09998,0.23,ci,ci38530495,2019-07-12T08:49:48.573Z,"18km ESE of Little Lake, CA",earthquake,0.22,0.53,0.23,16,reviewed,ci,ci
2019-07-11T08:10:58.573Z,3.6915,128.1233,97.54,4.2,mb,,119,2.997,0.57,us,us70004hte,2019-07-11T08:34:55.040Z,"217km N of Tobelo, Indonesia",earthquake,12.5,8.8,0.084,39,reviewed,us,us
2019-07-11T07:55:56.400Z,35.6586685,-117.4639969,3.29,3.28,ml,56,66,0.09309,0.14,ci,ci38530047,2019-07-11T13:44:40.503Z,"13km SSW of Searles Valley, CA",earthquake,0.16,0.63,0.189,22,reviewed,ci,ci
2019-07-11T07:32:22.430Z,35.6698333,-117.5098333,6.12,2.59,ml,26,62,0.06786,0.17,ci,ci38529847,2019-07-11T07:42:52.620Z,"14km SW of Searles Valley, CA",earthquake,0.26,1.01,0.119,25,automatic,ci,ci
2019-07-11T07:31:16.615Z,67.2417,-143.9032,13.3,3.3,ml,,,,0.5,ak,ak0198tnjcj7,2019-07-11T07:48:08.040Z,"96km NE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-11T07:28:07.410Z,35.6111667,-117.4631667,9.53,2.85,ml,28,66,0.06271,0.15,ci,ci38529815,2019-07-11T07:38:46.460Z,"18km SSW of Searles Valley, CA",earthquake,0.25,0.47,0.11,25,automatic,ci,ci
2019-07-11T07:19:50.010Z,36.1790009,-117.8830032,1.58,3.53,mw,53,57,0.06539,0.15,ci,ci38529711,2019-07-12T07:21:48.635Z,"16km SE of Olancha, CA",earthquake,0.19,0.42,,6,reviewed,ci,ci
2019-07-11T07:19:35.370Z,35.7176667,-117.4958333,2.79,2.69,ml,8,227,0.07873,0.13,ci,ci38529719,2019-07-11T07:24:53.301Z,"10km WSW of Searles Valley, CA",earthquake,0.8,0.53,0.335,10,automatic,ci,ci
2019-07-11T07:17:33.352Z,69.43,-144.7867,0,3.3,ml,,,,0.89,ak,ak0198tnge08,2019-07-11T07:30:09.040Z,"117km SSW of Kaktovik, Alaska",earthquake,,155.6,,,automatic,ak,ak
2019-07-11T07:04:26.013Z,38.5935,139.3996,10,4.4,mb,,70,1.312,0.7,us,us70004hr5,2019-07-13T04:40:16.760Z,"39km WSW of Tsuruoka, Japan",earthquake,6.1,1.9,0.079,46,reviewed,us,us
2019-07-11T07:04:05.720Z,36.1780014,-117.8866653,-1.47,4.02,mw,54,52,0.06556,0.18,ci,ci38529591,2019-07-17T00:07:29.953Z,"16km SE of Olancha, CA",earthquake,0.17,0.38,,6,reviewed,ci,ci
2019-07-11T05:52:56.250Z,35.6415,-117.4326667,1.54,2.7,ml,12,123,0.02468,0.25,ci,ci38528879,2019-07-11T05:56:49.242Z,"14km S of Searles Valley, CA",earthquake,0.48,0.63,0.218,26,automatic,ci,ci
2019-07-11T05:52:32.820Z,35.8918333,-117.6928333,2.46,2.74,ml,29,58,0.1016,0.16,ci,ci38528871,2019-07-11T06:03:36.390Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.49,0.141,25,automatic,ci,ci
2019-07-11T05:43:36.080Z,36.0386667,-117.3496667,2.14,2.81,ml,27,58,0.1569,0.19,ci,ci38528807,2019-07-11T06:28:44.845Z,"31km N of Searles Valley, CA",earthquake,0.29,1.61,0.103,26,automatic,ci,ci
2019-07-11T05:42:37.490Z,35.6445,-117.4843333,8.89,2.7,ml,31,54,0.05351,0.13,ci,ci38528791,2019-07-11T05:53:22.220Z,"16km SSW of Searles Valley, CA",earthquake,0.21,0.51,0.094,25,automatic,ci,ci
2019-07-11T05:42:33.130Z,36.059,-117.87,2.23,2.56,ml,14,151,0.05376,0.28,ci,ci38528783,2019-07-11T05:46:31.064Z,"7km ENE of Coso Junction, CA",earthquake,0.75,0.49,0.233,17,automatic,ci,ci
2019-07-11T05:35:44.505Z,14.5551,119.4653,10,4.6,mb,,106,8.959,0.6,us,us70004hns,2019-07-11T06:13:18.040Z,"78km WSW of San Nicolas, Philippines",earthquake,11.9,1.9,0.057,93,reviewed,us,us
2019-07-11T05:21:47.664Z,53.3744,-174.7351,37.2,2.7,ml,,,,0.81,ak,ak0198tmaehx,2019-07-11T16:10:45.967Z,"135km NNW of Atka, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2019-07-11T05:03:46.190Z,35.9613342,-117.2843323,4.14,3.55,mw,50,34,0.07024,0.28,ci,ci38528383,2019-07-13T05:34:18.004Z,"24km NNE of Trona, CA",earthquake,0.26,0.93,,4,reviewed,ci,ci
2019-07-11T04:46:44.650Z,35.9623333,-117.2816667,6.03,2.71,ml,14,89,0.07125,0.17,ci,ci38528191,2019-07-11T04:50:24.757Z,"24km NNE of Trona, CA",earthquake,0.47,1.05,0.129,16,automatic,ci,ci
2019-07-11T04:46:25.250Z,35.9591667,-117.2808333,4.16,2.84,ml,17,90,0.0681,0.22,ci,ci38528183,2019-07-11T04:50:04.757Z,"23km NNE of Trona, CA",earthquake,0.41,1.14,0.132,10,automatic,ci,ci
2019-07-11T04:45:31.100Z,35.9584999,-117.2825012,5.05,3.57,mw,49,34,0.06741,0.22,ci,ci38528167,2019-07-12T04:47:28.672Z,"23km NNE of Trona, CA",earthquake,0.2,0.69,,4,reviewed,ci,ci
2019-07-11T04:32:13.220Z,35.677,-117.5511667,8.55,2.48,ml,29,55,0.05675,0.12,ci,ci38528047,2019-07-11T04:42:45.640Z,"13km ENE of Ridgecrest, CA",earthquake,0.17,0.6,0.153,25,automatic,ci,ci
2019-07-11T04:29:54.490Z,36.1776657,-117.878334,2.2,2.98,ml,50,51,0.0629,0.18,ci,ci38528039,2019-07-11T04:40:41.610Z,"16km NNE of Coso Junction, CA",earthquake,0.22,0.49,0.272,24,automatic,ci,ci
2019-07-11T04:18:49.310Z,36.0621681,-117.8509979,0.89,3.45,mw,51,53,0.05539,0.18,ci,ci38527943,2019-07-12T04:20:47.670Z,"9km ENE of Coso Junction, CA",earthquake,0.21,0.4,,4,reviewed,ci,ci
2019-07-11T04:15:35.480Z,35.946167,-117.7225037,2.54,2.51,ml,47,30,0.0773,0.2,ci,ci38527919,2019-07-11T04:26:15.850Z,"17km E of Little Lake, CA",earthquake,0.2,0.48,0.264,24,automatic,ci,ci
2019-07-11T04:10:01.380Z,36.0561667,-117.8488333,2.2,4.3,mw,65,52,0.05891,0.15,ci,ci38527863,2019-07-18T01:58:10.240Z,"9km E of Coso Junction, CA",earthquake,0.14,0.2,,6,reviewed,ci,ci
2019-07-11T04:06:39.030Z,19.4118,-68.0986,42,2.97,md,11,238,1.3663,0.42,pr,pr2019192001,2019-07-11T07:08:54.258Z,"97km NNE of Punta Cana, Dominican Republic",earthquake,3.42,14.03,0.26,10,reviewed,pr,pr
2019-07-11T03:57:40.900Z,18.8578,-64.5008,71,2.71,md,3,347,1.5263,0.25,pr,pr2019192000,2019-07-11T07:08:45.650Z,"50km NNE of Road Town, British Virgin Islands",earthquake,7.03,17.07,0.08,3,reviewed,pr,pr
2019-07-11T03:45:53.460Z,36.052,-117.8461667,2.4,2.74,ml,30,72,0.05689,0.14,ci,ci38527655,2019-07-11T03:58:46.195Z,"9km E of Coso Junction, CA",earthquake,0.22,0.28,0.247,25,automatic,ci,ci
2019-07-11T03:19:24.580Z,36.1596667,-117.8675,2.35,2.57,ml,27,56,0.04323,0.14,ci,ci38527327,2019-07-11T13:21:40.194Z,"15km NNE of Coso Junction, CA",earthquake,0.25,0.42,0.194,25,automatic,ci,ci
2019-07-11T02:59:19.560Z,19.659,-67.9763,15,3.14,md,18,248,1.368,0.58,pr,pr2019192003,2019-07-11T05:40:15.656Z,"127km NNE of Punta Cana, Dominican Republic",earthquake,4.72,8.76,0.36,16,reviewed,pr,pr
2019-07-11T02:57:36.570Z,35.8666667,-117.6755,6.38,2.67,ml,33,43,0.08359,0.19,ci,ci38527087,2019-07-11T03:08:01.660Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.77,0.113,25,automatic,ci,ci
2019-07-11T02:57:36.330Z,35.8765,-117.6658333,10.34,2.77,ml,6,189,0.07235,0.09,ci,ci38527079,2019-07-11T17:17:43.690Z,"23km ESE of Little Lake, CA",earthquake,0.4,0.92,0.054,4,reviewed,ci,ci
2019-07-11T02:35:22.460Z,35.9445,-117.7211685,2.44,3.51,mw,59,29,0.05754,0.17,ci,ci38526799,2019-07-12T02:37:22.230Z,"17km E of Little Lake, CA",earthquake,0.15,0.27,,6,reviewed,ci,ci
2019-07-11T02:30:50.334Z,-5.8057,130.8987,128.3,4.9,mb,,100,2.198,0.59,us,us70004hjc,2019-07-11T02:41:54.040Z,"205km W of Tual, Indonesia",earthquake,9.8,7.9,0.136,17,reviewed,us,us
2019-07-11T02:17:21.217Z,-27.6378,-67.53,145.49,4.4,mb,,65,1.632,0.65,us,us70004hj4,2019-07-11T02:29:04.040Z,"9km ENE of Fiambala, Argentina",earthquake,8.1,15.7,0.18,9,reviewed,us,us
2019-07-11T01:25:32.920Z,35.8923333,-117.6843333,2.47,2.53,ml,31,40,0.06192,0.18,ci,ci38525927,2019-07-11T01:58:34.843Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.38,0.18,25,automatic,ci,ci
2019-07-11T01:21:50.780Z,36.0341682,-117.8566666,1.68,3.21,ml,49,78,0.03799,0.16,ci,ci38525895,2019-07-11T01:33:03.660Z,"8km E of Coso Junction, CA",earthquake,0.19,0.26,0.277,20,automatic,ci,ci
2019-07-11T01:14:10.060Z,35.8743333,-117.7101667,6.03,2.75,ml,29,44,0.07927,0.14,ci,ci38525815,2019-07-13T01:54:42.510Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.66,0.144,62,reviewed,ci,ci
2019-07-11T00:46:09.520Z,36.0443344,-117.7231674,0.43,3.35,ml,51,43,0.03909,0.2,ci,ci38525495,2019-07-11T13:48:38.503Z,"20km E of Coso Junction, CA",earthquake,0.22,0.36,0.255,21,reviewed,ci,ci
2019-07-11T00:42:53.310Z,36.1793333,-117.8766667,2.57,3.07,ml,21,76,0.0641,0.16,ci,ci38525479,2019-07-13T02:00:52.110Z,"16km SE of Olancha, CA",earthquake,0.3,1.16,0.108,72,reviewed,ci,ci
2019-07-11T00:35:44.360Z,35.8851662,-117.7214966,2.3,2.95,ml,56,24,0.08418,0.2,ci,ci38525407,2019-07-11T00:48:54.937Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.34,0.231,20,automatic,ci,ci
2019-07-11T00:20:19.890Z,36.1764984,-117.8896637,-0.57,3.4,ml,56,57,0.0652,0.21,ci,ci38525247,2019-07-11T00:33:44.581Z,"16km NNE of Coso Junction, CA",earthquake,0.21,0.43,0.223,22,automatic,ci,ci
2019-07-11T00:15:39.320Z,36.1495,-117.8755,1.93,4.37,mw,63,52,0.03597,0.21,ci,ci38525215,2019-07-12T00:20:02.329Z,"13km NNE of Coso Junction, CA",earthquake,0.15,0.27,,4,reviewed,ci,ci
2019-07-11T00:14:37.330Z,36.1763333,-117.8833333,0.78,4.52,mw,66,51,0.063,0.18,ci,ci38525207,2019-07-18T04:39:58.188Z,"16km NNE of Coso Junction, CA",earthquake,0.13,0.27,,6,reviewed,ci,ci
2019-07-11T00:11:41.590Z,36.1565,-117.8661667,1.97,2.68,ml,27,55,0.0399,0.19,ci,ci38525175,2019-07-11T00:22:41.580Z,"14km NNE of Coso Junction, CA",earthquake,0.3,0.52,0.134,24,automatic,ci,ci
2019-07-11T00:10:54.850Z,35.5733333,-117.515,10.56,2.57,ml,38,58,0.06562,0.16,ci,ci38525167,2019-07-11T00:21:36.580Z,"16km ESE of Ridgecrest, CA",earthquake,0.21,0.38,0.213,25,automatic,ci,ci
2019-07-11T00:10:43.780Z,36.1616667,-117.8696667,3.39,2.48,ml,21,93,0.0456,0.2,ci,ci38525159,2019-07-11T00:14:28.799Z,"15km NNE of Coso Junction, CA",earthquake,0.4,0.66,0.314,26,automatic,ci,ci
2019-07-11T00:08:54.460Z,36.1739998,-117.8841629,0.42,3.09,ml,56,52,0.0611,0.2,ci,ci38525143,2019-07-11T00:20:32.960Z,"16km NNE of Coso Junction, CA",earthquake,0.21,0.41,0.238,23,reviewed,ci,ci
2019-07-10T23:58:59.130Z,35.6725006,-117.48983,3.06,3.62,mw,71,40,0.08188,0.16,ci,ci38525047,2019-07-12T00:00:46.774Z,"13km SW of Searles Valley, CA",earthquake,0.17,0.49,,4,reviewed,ci,ci
2019-07-10T23:48:43.340Z,35.616333,-117.4383316,7.65,3.26,ml,65,45,0.05012,0.16,ci,ci38524935,2019-07-11T00:13:28.116Z,"17km S of Searles Valley, CA",earthquake,0.17,0.64,0.268,18,automatic,ci,ci
2019-07-10T23:35:43.650Z,35.9575005,-117.2848358,4.51,3,ml,51,46,0.06642,0.23,ci,ci38524831,2019-07-11T00:20:07.647Z,"23km NNE of Trona, CA",earthquake,0.2,0.8,0.156,24,reviewed,ci,ci
2019-07-10T23:34:13.670Z,35.6745,-117.5118333,9.64,2.83,ml,22,58,0.07012,0.16,ci,ci38524823,2019-07-10T23:38:27.314Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.65,0.07,11,automatic,ci,ci
2019-07-10T23:33:45.640Z,35.9121667,-117.7351667,2.71,2.78,ml,18,55,0.07659,0.16,ci,ci38524807,2019-07-10T23:37:48.790Z,"16km E of Little Lake, CA",earthquake,0.27,0.44,0.446,25,automatic,ci,ci
2019-07-10T23:33:43.610Z,35.365,-117.9003333,0.76,2.94,ml,31,41,0.1071,0.26,ci,ci38524815,2019-07-11T00:19:54.381Z,"24km W of Johannesburg, CA",earthquake,0.3,0.96,0.117,25,reviewed,ci,ci
2019-07-10T23:30:54.990Z,36.0703333,-117.8313333,0.34,2.5,ml,23,74,0.05085,0.26,ci,ci38524775,2019-07-10T23:42:14.920Z,"11km ENE of Coso Junction, CA",earthquake,0.38,0.59,0.145,25,automatic,ci,ci
2019-07-10T23:16:39.540Z,35.7175,-117.5395,6.49,2.68,ml,33,62,0.09826,0.17,ci,ci38524615,2019-07-10T23:37:39.004Z,"13km WSW of Searles Valley, CA",earthquake,0.23,0.75,0.128,25,automatic,ci,ci
2019-07-10T22:57:12.201Z,34.8529,24.3299,20.23,4.8,mb,,109,0.632,1.22,us,us70004heq,2019-07-13T02:37:33.266Z,"42km SW of Ayia Galini, Greece",earthquake,6.3,5.7,0.048,134,reviewed,us,us
2019-07-10T22:29:48.977Z,-24.0188,-66.6999,182.72,4.7,mb,,34,1.723,0.87,us,us70004he0,2019-07-10T22:52:31.040Z,"44km WNW of San Antonio de los Cobres, Argentina",earthquake,7.5,6.8,0.043,165,reviewed,us,us
2019-07-10T22:21:56.110Z,35.6693333,-117.4141667,9.01,2.59,ml,32,70,0.008814,0.2,ci,ci38523999,2019-07-10T22:39:16.145Z,"11km S of Searles Valley, CA",earthquake,0.3,0.64,0.148,25,automatic,ci,ci
2019-07-10T22:20:48.120Z,35.6311667,-117.4608333,3.64,2.49,ml,29,73,0.04543,0.22,ci,ci38523991,2019-07-10T22:31:29.420Z,"16km SSW of Searles Valley, CA",earthquake,0.3,0.92,0.34,25,automatic,ci,ci
2019-07-10T22:15:48.260Z,36.1728333,-117.8843333,0.81,3.87,mw,64,52,0.06008,0.17,ci,ci38523943,2019-07-19T02:23:39.130Z,"15km NNE of Coso Junction, CA",earthquake,0.12,0.27,,4,reviewed,ci,ci
2019-07-10T22:15:39.050Z,35.6713333,-117.4565,5.08,3.14,ml,18,76,0.02743,0.19,ci,ci38523935,2019-07-10T23:29:28.012Z,"12km SSW of Searles Valley, CA",earthquake,0.35,0.66,0.492,19,reviewed,ci,ci
2019-07-10T21:52:25.450Z,35.9099998,-117.7080002,1.91,2.98,ml,52,24,0.06014,0.18,ci,ci38523695,2019-07-10T23:31:17.549Z,"18km E of Little Lake, CA",earthquake,0.17,0.32,0.176,20,reviewed,ci,ci
2019-07-10T21:43:49.135Z,-0.0294,-16.9478,10,5.2,mww,,35,8.263,0.8,us,us70004hcq,2019-07-10T22:03:12.040Z,"North of Ascension Island",earthquake,9,1.8,0.073,18,reviewed,us,us
2019-07-10T21:40:58.470Z,35.5695,-117.5216675,9.74,2.98,ml,63,31,0.06514,0.16,ci,ci38523567,2019-07-10T23:31:34.831Z,"15km ESE of Ridgecrest, CA",earthquake,0.17,0.42,0.282,22,reviewed,ci,ci
2019-07-10T21:07:05.264Z,54.4146,-164.6601,99.34,3.2,ml,,162,0.709,0.54,us,us70004hag,2019-07-10T21:19:22.040Z,"78km ENE of Akutan, Alaska",earthquake,7.1,11.5,0.081,20,reviewed,us,us
2019-07-10T21:01:36.780Z,35.8636667,-117.6935,5.03,2.78,ml,32,47,0.07992,0.21,ci,ci38523175,2019-07-10T21:12:37.200Z,"21km ESE of Little Lake, CA",earthquake,0.26,1.4,0.187,25,automatic,ci,ci
2019-07-10T20:39:45.470Z,35.6138333,-117.4631667,2.14,2.89,ml,36,66,0.06044,0.13,ci,ci38523023,2019-07-10T21:03:41.374Z,"18km SSW of Searles Valley, CA",earthquake,0.19,0.42,0.161,26,automatic,ci,ci
2019-07-10T20:30:01.402Z,0.3775,126.4306,36.85,4.4,mb,,52,1.014,1.17,us,us70004h8m,2019-07-12T19:52:27.040Z,"113km WSW of Kota Ternate, Indonesia",earthquake,7.7,8.6,0.117,24,reviewed,us,us
2019-07-10T20:19:15.267Z,38.8632,142.1001,41.91,4.5,mb,,147,1.43,0.88,us,us70004h8c,2019-07-12T19:26:11.040Z,"40km SE of Ofunato, Japan",earthquake,6.6,7.5,0.097,33,reviewed,us,us
2019-07-10T20:10:41.820Z,35.6515,-117.5051667,3.11,2.67,ml,6,185,0.06774,0.11,ci,ci37421061,2019-07-10T20:37:46.739Z,"16km ENE of Ridgecrest, CA",earthquake,0.4,0.37,0.227,3,reviewed,ci,ci
2019-07-10T20:09:51.960Z,35.6655,-117.5238333,9.29,4.17,mw,82,18,0.05693,0.16,ci,ci38522647,2019-07-17T00:52:19.473Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.27,,4,reviewed,ci,ci
2019-07-10T19:49:00.883Z,56.5665,-148.6506,21.59,3,ml,,208,2.464,0.6,us,us70004hf6,2019-07-12T19:03:30.040Z,"264km ESE of Kodiak, Alaska",earthquake,5.9,9.8,0.038,92,reviewed,us,us
2019-07-10T19:44:11.250Z,36.1143333,-117.8278333,2.45,2.71,ml,28,49,0.02212,0.23,ci,ci38522383,2019-07-10T19:54:35.000Z,"13km NE of Coso Junction, CA",earthquake,0.31,0.51,0.112,26,automatic,ci,ci
2019-07-10T19:29:02.930Z,35.8945,-117.716,2.2,2.58,ml,29,46,0.07534,0.3,ci,ci38522175,2019-07-10T19:40:04.990Z,"18km ESE of Little Lake, CA",earthquake,0.39,0.7,0.153,25,automatic,ci,ci
2019-07-10T19:15:02.480Z,36.1208344,-117.8259964,2.18,3.3,ml,38,89,0.1074,0.17,ci,ci38522055,2019-07-12T17:06:21.040Z,"14km NE of Coso Junction, CA",earthquake,0.24,0.61,0.292,21,reviewed,ci,ci
2019-07-10T19:00:52.832Z,-56.7712,-141.4846,10,5.1,mb,,80,27.372,0.85,us,us70004h4f,2019-07-12T16:31:03.040Z,"Pacific-Antarctic Ridge",earthquake,13.7,1.8,0.073,60,reviewed,us,us
2019-07-10T18:53:24.770Z,36.152,-117.8746667,3.32,2.61,ml,24,97,0.03791,0.18,ci,ci38521823,2019-07-10T18:57:17.399Z,"14km NNE of Coso Junction, CA",earthquake,0.32,0.64,0.178,28,automatic,ci,ci
2019-07-10T18:51:35.270Z,36.1676674,-117.8748322,1.54,3.7,mw,57,65,0.05253,0.2,ci,ci38521815,2019-07-12T16:05:49.040Z,"15km NNE of Coso Junction, CA",earthquake,0.23,0.44,,4,reviewed,ci,ci
2019-07-10T18:49:01.410Z,36.1621666,-117.8824997,-0.33,4.09,mw,62,53,0.0498,0.22,ci,ci38521799,2019-07-17T01:55:13.855Z,"14km NNE of Coso Junction, CA",earthquake,0.2,0.4,,4,reviewed,ci,ci
2019-07-10T18:47:58.070Z,36.2145004,-117.8625031,1.01,2.53,ml,45,53,0.09692,0.19,ci,ci38521791,2019-07-10T18:59:00.380Z,"15km ESE of Olancha, CA",earthquake,0.25,0.6,0.218,25,automatic,ci,ci
2019-07-10T18:06:32.470Z,18.9018,-64.4545,73,2.96,md,4,347,1.5878,0.13,pr,pr2019191003,2019-07-12T15:25:56.040Z,"45km NE of Road Town, British Virgin Islands",earthquake,3.56,9.48,0.38,4,reviewed,pr,pr
2019-07-10T17:46:15.860Z,35.6396667,-117.4463333,6.44,2.76,ml,39,67,0.03139,0.24,ci,ci38521087,2019-07-10T17:50:22.821Z,"15km SSW of Searles Valley, CA",earthquake,0.34,0.66,0.157,26,automatic,ci,ci
2019-07-10T17:43:21.710Z,35.9803333,-117.7806667,4.54,2.92,ml,34,49,0.02296,0.16,ci,ci38521039,2019-07-10T17:54:08.640Z,"12km ENE of Little Lake, CA",earthquake,0.19,0.36,0.263,25,automatic,ci,ci
2019-07-10T17:43:21.520Z,35.9846667,-117.7806667,7.46,3.24,ml,11,91,0.02296,0.11,ci,ci38521047,2019-07-12T15:21:22.040Z,"12km ENE of Little Lake, CA",earthquake,0.28,31.61,0.136,4,reviewed,ci,ci
2019-07-10T16:56:55.210Z,36.0478333,-117.8468333,2.29,2.61,ml,33,53,0.05337,0.17,ci,ci38520503,2019-07-10T17:07:51.800Z,"9km E of Coso Junction, CA",earthquake,0.23,0.29,0.27,25,automatic,ci,ci
2019-07-10T16:55:15.760Z,36.051,-117.8471667,2.33,2.81,ml,32,93,0.0556,0.15,ci,ci38520495,2019-07-10T17:05:55.170Z,"9km E of Coso Junction, CA",earthquake,0.22,0.28,0.27,25,automatic,ci,ci
2019-07-10T16:52:00.650Z,35.6768333,-117.555,7.06,2.79,ml,40,38,0.05587,0.15,ci,ci38520447,2019-07-10T16:56:01.274Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.56,0.155,25,automatic,ci,ci
2019-07-10T16:28:41.189Z,-56.1348,-27.4944,115.56,4.9,mb,,64,5.473,0.57,us,us70004gyp,2019-07-10T21:52:08.040Z,"65km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.2,6.3,0.088,40,reviewed,us,us
2019-07-10T16:03:40.540Z,36.1658333,-117.8755,2.22,2.46,ml,26,57,0.05097,0.18,ci,ci38519967,2019-07-10T16:07:39.315Z,"15km NNE of Coso Junction, CA",earthquake,0.33,0.53,0.172,27,automatic,ci,ci
2019-07-10T16:01:38.130Z,35.8226662,-117.6393356,2.81,3.41,ml,29,67,0.103,0.26,ci,ci38519951,2019-07-10T16:12:26.040Z,"22km WNW of Searles Valley, CA",earthquake,0.55,1.35,0.211,17,automatic,ci,ci
